0.00    0.00
0,02	-0,04
0,04	-0,04
0,06	-0,04
0,08	-0,04
0,1	-0,04
0,12	-0,04
0,14	-0,04
0,16	-0,04
0,18	-0,04
0,2	-0,04
0,22	-0,04
0,24	-0,04
0,26	-0,04
0,28	-0,04
0,3	-0,04
0,32	-0,04
0,34	-0,04
0,36	-0,04
0,38	-0,04
0,4	-0,04
0,42	-0,04
0,44	-0,04
0,46	-0,04
0,48	-0,04
0,5	-0,04
0,52	-0,04
0,54	-0,04
0,56	-0,04
0,58	-0,04
0,6	-0,04
0,62	-0,04
0,64	-0,04
0,66	-0,04
0,68	-0,04
0,7	-0,04
0,72	-0,04
0,74	-0,04
0,76	-0,04
0,78	-0,04
0,8	-0,04
0,82	-0,04
0,84	-0,04
0,86	-0,04
0,88	-0,04
0,9	-0,04
0,92	-0,04
0,94	-0,04
0,96	-0,04
0,98	-0,04
1	-0,04
1,02	-0,04
1,04	-0,04
1,06	-0,04
1,08	-0,04
1,1	-0,04
1,12	-0,04
1,14	-0,04
1,16	-0,04
1,18	-0,04
1,2	-0,04
1,22	-0,04
1,24	-0,04
1,26	-0,04
1,28	-0,04
1,3	-0,04
1,32	-0,04
1,34	-0,04
1,36	-0,04
1,38	-0,04
1,4	-0,04
1,42	-0,04
1,44	-0,04
1,46	-0,04
1,48	-0,04
1,5	-0,04
1,52	-0,04
1,54	-0,04
1,56	-0,04
1,58	-0,04
1,6	-0,04
1,62	-0,04
1,64	-0,04
1,66	-0,04
1,68	-0,04
1,7	-0,04
1,72	-0,04
1,74	-0,04
1,76	-0,04
1,78	-0,04
1,8	-0,04
1,82	-0,04
1,84	-0,04
1,86	-0,04
1,88	-0,04
1,9	-0,04
1,92	-0,04
1,94	-0,04
1,96	-0,04
1,98	-0,04
2	-0,04
2,02	-0,04
2,04	-0,04
2,06	-0,04
2,08	-0,04
2,1	-0,04
2,12	-0,04
2,14	-0,04
2,16	-0,04
2,18	-0,04
2,2	-0,04
2,22	-0,04
2,24	-0,04
2,26	-0,04
2,28	-0,04
2,3	-0,04
2,32	-0,04
2,34	-0,04
2,36	-0,04
2,38	-0,04
2,4	-0,04
2,42	-0,04
2,44	-0,04
2,46	-0,04
2,48	-0,04
2,5	-0,04
2,52	-0,04
2,54	-0,04
2,56	-0,04
2,58	-0,04
2,6	-0,04
2,62	-0,04
2,64	-0,04
2,66	-0,04
2,68	-0,04
2,7	-0,04
2,72	-0,04
2,74	-0,04
2,76	-0,04
2,78	-0,04
2,8	-0,04
2,82	-0,04
2,84	-0,04
2,86	-0,04
2,88	-0,04
2,9	-0,04
2,92	-0,04
2,94	-0,04
2,96	-0,04
2,98	-0,04
3	-0,04
3,02	-0,04
3,04	-0,04
3,06	-0,04
3,08	-0,04
3,1	-0,04
3,12	-0,04
3,14	-0,04
3,16	-0,04
3,18	-0,04
3,2	-0,04
3,22	-0,04
3,24	-0,04
3,26	-0,04
3,28	-0,04
3,3	-0,04
3,32	-0,04
3,34	-0,04
3,36	-0,04
3,38	-0,04
3,4	-0,04
3,42	-0,04
3,44	-0,04
3,46	-0,04
3,48	-0,04
3,5	-0,04
3,52	-0,04
3,54	-0,04
3,56	-0,04
3,58	-0,04
3,6	-0,04
3,62	-0,04
3,64	-0,04
3,66	-0,04
3,68	-0,04
3,7	-0,04
3,72	-0,04
3,74	-0,04
3,76	-0,04
3,78	-0,04
3,8	-0,04
3,82	-0,04
3,84	-0,04
3,86	-0,04
3,88	-0,04
3,9	-0,04
3,92	-0,04
3,94	-0,04
3,96	-0,04
3,98	-0,04
4	-0,04
4,02	-0,04
4,04	-0,04
4,06	-0,04
4,08	-0,04
4,1	-0,04
4,12	-0,04
4,14	-0,04
